f_expression,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,best_rk_method
-(1+2*t)*y,-0.0,-0.010305070911131517,-0.021018263442505868,-0.032139577594123045,-0.04366901336598307,-0.055606570758085914,-0.06795224977043159,-0.08070605040302012,-0.09386797265585145,-0.10743801652892562,-0.12141618202224264,-0.1358024691358025,-0.15059687786960516,-0.16579940822365066,-0.181410060197939,-0.19742883379247014,-0.2138557290072442,-0.230690745842261,-0.2479338842975207,-0.26558514437302316,-0.2836445260687685,-0.3021120293847567,-0.3209876543209877,-0.34027140087746155,-0.35996326905417814,-0.3800632588511377,-0.40057137026834,-0.42148760330578516,-0.4428119579634732,-0.46454443424140396,-0.4866850321395776,-0.5092337516579941,-0.5321905927966535,-0.5555555555555557,-0.5793286399347006,-0.6035098459340885,-0.628099173553719,-0.6530966227935925,-0.6785021936537089,-0.7043158861340681,-0.73053770023467,-0.7571676359555148,-0.7842056932966025,-0.8116518722579329,-0.8395061728395062,-0.8677685950413224,-0.8964391388633814,-0.9255178043056833,-0.9550045913682278,-0.9848995000510153,-1.0152025303540457,-1.0459136822773187,-1.0770329558208347,-1.1085603509845936,-1.1404958677685952,-1.1728395061728396,-1.2055912661973271,-1.238751147842057,-1.27231915110703,-1.306295275992246,-1.3406795224977042,-1.3754718906234062,-1.4106723803693502,-1.4462809917355375,-1.4822977247219675,-1.51872257932864,-1.5555555555555558,-1.5927966534027143,-1.6304458728701154,-1.6685032139577596,-1.706968676665647,-1.7458422609937763,-1.7851239669421488,-1.8248137945107645,-1.8649117436996225,-1.9054178145087242,-1.9463320069380678,-1.9876543209876543,-2.0293847566574845,-2.0715233139475564,-2.114069992857872,-2.1570247933884303,-2.200387715539231,-2.2441587593102748,-2.2883379247015614,-2.3329252117130905,-2.377920620344863,-2.4233241505968786,-2.4691358024691357,-2.5153555759616375,-2.5619834710743805,-2.6090194878073665,-2.6564636261605967,-2.704315886134068,-2.7525762677277834,-2.801244770941741,-2.8503213957759415,-2.899806142230385,-2.9496990103050713,-3.0,MIDPOINT
y,0.0,0.010101010101010102,0.020202020202020204,0.030303030303030304,0.04040404040404041,0.05050505050505051,0.06060606060606061,0.07070707070707072,0.08080808080808081,0.09090909090909091,0.10101010101010102,0.11111111111111112,0.12121212121212122,0.13131313131313133,0.14141414141414144,0.15151515151515152,0.16161616161616163,0.17171717171717174,0.18181818181818182,0.19191919191919193,0.20202020202020204,0.21212121212121213,0.22222222222222224,0.23232323232323235,0.24242424242424243,0.25252525252525254,0.26262626262626265,0.27272727272727276,0.2828282828282829,0.29292929292929293,0.30303030303030304,0.31313131313131315,0.32323232323232326,0.33333333333333337,0.3434343434343435,0.3535353535353536,0.36363636363636365,0.37373737373737376,0.38383838383838387,0.393939393939394,0.4040404040404041,0.4141414141414142,0.42424242424242425,0.43434343434343436,0.4444444444444445,0.4545454545454546,0.4646464646464647,0.4747474747474748,0.48484848484848486,0.494949494949495,0.5050505050505051,0.5151515151515152,0.5252525252525253,0.5353535353535354,0.5454545454545455,0.5555555555555556,0.5656565656565657,0.5757575757575758,0.5858585858585859,0.595959595959596,0.6060606060606061,0.6161616161616162,0.6262626262626263,0.6363636363636365,0.6464646464646465,0.6565656565656566,0.6666666666666667,0.6767676767676768,0.686868686868687,0.696969696969697,0.7070707070707072,0.7171717171717172,0.7272727272727273,0.7373737373737375,0.7474747474747475,0.7575757575757577,0.7676767676767677,0.7777777777777778,0.787878787878788,0.797979797979798,0.8080808080808082,0.8181818181818182,0.8282828282828284,0.8383838383838385,0.8484848484848485,0.8585858585858587,0.8686868686868687,0.8787878787878789,0.888888888888889,0.8989898989898991,0.9090909090909092,0.9191919191919192,0.9292929292929294,0.9393939393939394,0.9494949494949496,0.9595959595959597,0.9696969696969697,0.9797979797979799,0.98989898989899,1.0,RK4
y,0.0,0.010101010101010102,0.020202020202020204,0.030303030303030304,0.04040404040404041,0.05050505050505051,0.06060606060606061,0.07070707070707072,0.08080808080808081,0.09090909090909091,0.10101010101010102,0.11111111111111112,0.12121212121212122,0.13131313131313133,0.14141414141414144,0.15151515151515152,0.16161616161616163,0.17171717171717174,0.18181818181818182,0.19191919191919193,0.20202020202020204,0.21212121212121213,0.22222222222222224,0.23232323232323235,0.24242424242424243,0.25252525252525254,0.26262626262626265,0.27272727272727276,0.2828282828282829,0.29292929292929293,0.30303030303030304,0.31313131313131315,0.32323232323232326,0.33333333333333337,0.3434343434343435,0.3535353535353536,0.36363636363636365,0.37373737373737376,0.38383838383838387,0.393939393939394,0.4040404040404041,0.4141414141414142,0.42424242424242425,0.43434343434343436,0.4444444444444445,0.4545454545454546,0.4646464646464647,0.4747474747474748,0.48484848484848486,0.494949494949495,0.5050505050505051,0.5151515151515152,0.5252525252525253,0.5353535353535354,0.5454545454545455,0.5555555555555556,0.5656565656565657,0.5757575757575758,0.5858585858585859,0.595959595959596,0.6060606060606061,0.6161616161616162,0.6262626262626263,0.6363636363636365,0.6464646464646465,0.6565656565656566,0.6666666666666667,0.6767676767676768,0.686868686868687,0.696969696969697,0.7070707070707072,0.7171717171717172,0.7272727272727273,0.7373737373737375,0.7474747474747475,0.7575757575757577,0.7676767676767677,0.7777777777777778,0.787878787878788,0.797979797979798,0.8080808080808082,0.8181818181818182,0.8282828282828284,0.8383838383838385,0.8484848484848485,0.8585858585858587,0.8686868686868687,0.8787878787878789,0.888888888888889,0.8989898989898991,0.9090909090909092,0.9191919191919192,0.9292929292929294,0.9393939393939394,0.9494949494949496,0.9595959595959597,0.9696969696969697,0.9797979797979799,0.98989898989899,1.0,RK4
y,0.0,0.010101010101010102,0.020202020202020204,0.030303030303030304,0.04040404040404041,0.05050505050505051,0.06060606060606061,0.07070707070707072,0.08080808080808081,0.09090909090909091,0.10101010101010102,0.11111111111111112,0.12121212121212122,0.13131313131313133,0.14141414141414144,0.15151515151515152,0.16161616161616163,0.17171717171717174,0.18181818181818182,0.19191919191919193,0.20202020202020204,0.21212121212121213,0.22222222222222224,0.23232323232323235,0.24242424242424243,0.25252525252525254,0.26262626262626265,0.27272727272727276,0.2828282828282829,0.29292929292929293,0.30303030303030304,0.31313131313131315,0.32323232323232326,0.33333333333333337,0.3434343434343435,0.3535353535353536,0.36363636363636365,0.37373737373737376,0.38383838383838387,0.393939393939394,0.4040404040404041,0.4141414141414142,0.42424242424242425,0.43434343434343436,0.4444444444444445,0.4545454545454546,0.4646464646464647,0.4747474747474748,0.48484848484848486,0.494949494949495,0.5050505050505051,0.5151515151515152,0.5252525252525253,0.5353535353535354,0.5454545454545455,0.5555555555555556,0.5656565656565657,0.5757575757575758,0.5858585858585859,0.595959595959596,0.6060606060606061,0.6161616161616162,0.6262626262626263,0.6363636363636365,0.6464646464646465,0.6565656565656566,0.6666666666666667,0.6767676767676768,0.686868686868687,0.696969696969697,0.7070707070707072,0.7171717171717172,0.7272727272727273,0.7373737373737375,0.7474747474747475,0.7575757575757577,0.7676767676767677,0.7777777777777778,0.787878787878788,0.797979797979798,0.8080808080808082,0.8181818181818182,0.8282828282828284,0.8383838383838385,0.8484848484848485,0.8585858585858587,0.8686868686868687,0.8787878787878789,0.888888888888889,0.8989898989898991,0.9090909090909092,0.9191919191919192,0.9292929292929294,0.9393939393939394,0.9494949494949496,0.9595959595959597,0.9696969696969697,0.9797979797979799,0.98989898989899,1.0,RK4
-y,-0.0,-0.010101010101010102,-0.020202020202020204,-0.030303030303030304,-0.04040404040404041,-0.05050505050505051,-0.06060606060606061,-0.07070707070707072,-0.08080808080808081,-0.09090909090909091,-0.10101010101010102,-0.11111111111111112,-0.12121212121212122,-0.13131313131313133,-0.14141414141414144,-0.15151515151515152,-0.16161616161616163,-0.17171717171717174,-0.18181818181818182,-0.19191919191919193,-0.20202020202020204,-0.21212121212121213,-0.22222222222222224,-0.23232323232323235,-0.24242424242424243,-0.25252525252525254,-0.26262626262626265,-0.27272727272727276,-0.2828282828282829,-0.29292929292929293,-0.30303030303030304,-0.31313131313131315,-0.32323232323232326,-0.33333333333333337,-0.3434343434343435,-0.3535353535353536,-0.36363636363636365,-0.37373737373737376,-0.38383838383838387,-0.393939393939394,-0.4040404040404041,-0.4141414141414142,-0.42424242424242425,-0.43434343434343436,-0.4444444444444445,-0.4545454545454546,-0.4646464646464647,-0.4747474747474748,-0.48484848484848486,-0.494949494949495,-0.5050505050505051,-0.5151515151515152,-0.5252525252525253,-0.5353535353535354,-0.5454545454545455,-0.5555555555555556,-0.5656565656565657,-0.5757575757575758,-0.5858585858585859,-0.595959595959596,-0.6060606060606061,-0.6161616161616162,-0.6262626262626263,-0.6363636363636365,-0.6464646464646465,-0.6565656565656566,-0.6666666666666667,-0.6767676767676768,-0.686868686868687,-0.696969696969697,-0.7070707070707072,-0.7171717171717172,-0.7272727272727273,-0.7373737373737375,-0.7474747474747475,-0.7575757575757577,-0.7676767676767677,-0.7777777777777778,-0.787878787878788,-0.797979797979798,-0.8080808080808082,-0.8181818181818182,-0.8282828282828284,-0.8383838383838385,-0.8484848484848485,-0.8585858585858587,-0.8686868686868687,-0.8787878787878789,-0.888888888888889,-0.8989898989898991,-0.9090909090909092,-0.9191919191919192,-0.9292929292929294,-0.9393939393939394,-0.9494949494949496,-0.9595959595959597,-0.9696969696969697,-0.9797979797979799,-0.98989898989899,-1.0,HEUN
-y,-0.0,-0.010101010101010102,-0.020202020202020204,-0.030303030303030304,-0.04040404040404041,-0.05050505050505051,-0.06060606060606061,-0.07070707070707072,-0.08080808080808081,-0.09090909090909091,-0.10101010101010102,-0.11111111111111112,-0.12121212121212122,-0.13131313131313133,-0.14141414141414144,-0.15151515151515152,-0.16161616161616163,-0.17171717171717174,-0.18181818181818182,-0.19191919191919193,-0.20202020202020204,-0.21212121212121213,-0.22222222222222224,-0.23232323232323235,-0.24242424242424243,-0.25252525252525254,-0.26262626262626265,-0.27272727272727276,-0.2828282828282829,-0.29292929292929293,-0.30303030303030304,-0.31313131313131315,-0.32323232323232326,-0.33333333333333337,-0.3434343434343435,-0.3535353535353536,-0.36363636363636365,-0.37373737373737376,-0.38383838383838387,-0.393939393939394,-0.4040404040404041,-0.4141414141414142,-0.42424242424242425,-0.43434343434343436,-0.4444444444444445,-0.4545454545454546,-0.4646464646464647,-0.4747474747474748,-0.48484848484848486,-0.494949494949495,-0.5050505050505051,-0.5151515151515152,-0.5252525252525253,-0.5353535353535354,-0.5454545454545455,-0.5555555555555556,-0.5656565656565657,-0.5757575757575758,-0.5858585858585859,-0.595959595959596,-0.6060606060606061,-0.6161616161616162,-0.6262626262626263,-0.6363636363636365,-0.6464646464646465,-0.6565656565656566,-0.6666666666666667,-0.6767676767676768,-0.686868686868687,-0.696969696969697,-0.7070707070707072,-0.7171717171717172,-0.7272727272727273,-0.7373737373737375,-0.7474747474747475,-0.7575757575757577,-0.7676767676767677,-0.7777777777777778,-0.787878787878788,-0.797979797979798,-0.8080808080808082,-0.8181818181818182,-0.8282828282828284,-0.8383838383838385,-0.8484848484848485,-0.8585858585858587,-0.8686868686868687,-0.8787878787878789,-0.888888888888889,-0.8989898989898991,-0.9090909090909092,-0.9191919191919192,-0.9292929292929294,-0.9393939393939394,-0.9494949494949496,-0.9595959595959597,-0.9696969696969697,-0.9797979797979799,-0.98989898989899,-1.0,RK4
-y,-0.0,-0.010101010101010102,-0.020202020202020204,-0.030303030303030304,-0.04040404040404041,-0.05050505050505051,-0.06060606060606061,-0.07070707070707072,-0.08080808080808081,-0.09090909090909091,-0.10101010101010102,-0.11111111111111112,-0.12121212121212122,-0.13131313131313133,-0.14141414141414144,-0.15151515151515152,-0.16161616161616163,-0.17171717171717174,-0.18181818181818182,-0.19191919191919193,-0.20202020202020204,-0.21212121212121213,-0.22222222222222224,-0.23232323232323235,-0.24242424242424243,-0.25252525252525254,-0.26262626262626265,-0.27272727272727276,-0.2828282828282829,-0.29292929292929293,-0.30303030303030304,-0.31313131313131315,-0.32323232323232326,-0.33333333333333337,-0.3434343434343435,-0.3535353535353536,-0.36363636363636365,-0.37373737373737376,-0.38383838383838387,-0.393939393939394,-0.4040404040404041,-0.4141414141414142,-0.42424242424242425,-0.43434343434343436,-0.4444444444444445,-0.4545454545454546,-0.4646464646464647,-0.4747474747474748,-0.48484848484848486,-0.494949494949495,-0.5050505050505051,-0.5151515151515152,-0.5252525252525253,-0.5353535353535354,-0.5454545454545455,-0.5555555555555556,-0.5656565656565657,-0.5757575757575758,-0.5858585858585859,-0.595959595959596,-0.6060606060606061,-0.6161616161616162,-0.6262626262626263,-0.6363636363636365,-0.6464646464646465,-0.6565656565656566,-0.6666666666666667,-0.6767676767676768,-0.686868686868687,-0.696969696969697,-0.7070707070707072,-0.7171717171717172,-0.7272727272727273,-0.7373737373737375,-0.7474747474747475,-0.7575757575757577,-0.7676767676767677,-0.7777777777777778,-0.787878787878788,-0.797979797979798,-0.8080808080808082,-0.8181818181818182,-0.8282828282828284,-0.8383838383838385,-0.8484848484848485,-0.8585858585858587,-0.8686868686868687,-0.8787878787878789,-0.888888888888889,-0.8989898989898991,-0.9090909090909092,-0.9191919191919192,-0.9292929292929294,-0.9393939393939394,-0.9494949494949496,-0.9595959595959597,-0.9696969696969697,-0.9797979797979799,-0.98989898989899,-1.0,HEUN
-y,-0.0,-0.010101010101010102,-0.020202020202020204,-0.030303030303030304,-0.04040404040404041,-0.05050505050505051,-0.06060606060606061,-0.07070707070707072,-0.08080808080808081,-0.09090909090909091,-0.10101010101010102,-0.11111111111111112,-0.12121212121212122,-0.13131313131313133,-0.14141414141414144,-0.15151515151515152,-0.16161616161616163,-0.17171717171717174,-0.18181818181818182,-0.19191919191919193,-0.20202020202020204,-0.21212121212121213,-0.22222222222222224,-0.23232323232323235,-0.24242424242424243,-0.25252525252525254,-0.26262626262626265,-0.27272727272727276,-0.2828282828282829,-0.29292929292929293,-0.30303030303030304,-0.31313131313131315,-0.32323232323232326,-0.33333333333333337,-0.3434343434343435,-0.3535353535353536,-0.36363636363636365,-0.37373737373737376,-0.38383838383838387,-0.393939393939394,-0.4040404040404041,-0.4141414141414142,-0.42424242424242425,-0.43434343434343436,-0.4444444444444445,-0.4545454545454546,-0.4646464646464647,-0.4747474747474748,-0.48484848484848486,-0.494949494949495,-0.5050505050505051,-0.5151515151515152,-0.5252525252525253,-0.5353535353535354,-0.5454545454545455,-0.5555555555555556,-0.5656565656565657,-0.5757575757575758,-0.5858585858585859,-0.595959595959596,-0.6060606060606061,-0.6161616161616162,-0.6262626262626263,-0.6363636363636365,-0.6464646464646465,-0.6565656565656566,-0.6666666666666667,-0.6767676767676768,-0.686868686868687,-0.696969696969697,-0.7070707070707072,-0.7171717171717172,-0.7272727272727273,-0.7373737373737375,-0.7474747474747475,-0.7575757575757577,-0.7676767676767677,-0.7777777777777778,-0.787878787878788,-0.797979797979798,-0.8080808080808082,-0.8181818181818182,-0.8282828282828284,-0.8383838383838385,-0.8484848484848485,-0.8585858585858587,-0.8686868686868687,-0.8787878787878789,-0.888888888888889,-0.8989898989898991,-0.9090909090909092,-0.9191919191919192,-0.9292929292929294,-0.9393939393939394,-0.9494949494949496,-0.9595959595959597,-0.9696969696969697,-0.9797979797979799,-0.98989898989899,-1.0,MIDPOINT
y,0.0,0.010101010101010102,0.020202020202020204,0.030303030303030304,0.04040404040404041,0.05050505050505051,0.06060606060606061,0.07070707070707072,0.08080808080808081,0.09090909090909091,0.10101010101010102,0.11111111111111112,0.12121212121212122,0.13131313131313133,0.14141414141414144,0.15151515151515152,0.16161616161616163,0.17171717171717174,0.18181818181818182,0.19191919191919193,0.20202020202020204,0.21212121212121213,0.22222222222222224,0.23232323232323235,0.24242424242424243,0.25252525252525254,0.26262626262626265,0.27272727272727276,0.2828282828282829,0.29292929292929293,0.30303030303030304,0.31313131313131315,0.32323232323232326,0.33333333333333337,0.3434343434343435,0.3535353535353536,0.36363636363636365,0.37373737373737376,0.38383838383838387,0.393939393939394,0.4040404040404041,0.4141414141414142,0.42424242424242425,0.43434343434343436,0.4444444444444445,0.4545454545454546,0.4646464646464647,0.4747474747474748,0.48484848484848486,0.494949494949495,0.5050505050505051,0.5151515151515152,0.5252525252525253,0.5353535353535354,0.5454545454545455,0.5555555555555556,0.5656565656565657,0.5757575757575758,0.5858585858585859,0.595959595959596,0.6060606060606061,0.6161616161616162,0.6262626262626263,0.6363636363636365,0.6464646464646465,0.6565656565656566,0.6666666666666667,0.6767676767676768,0.686868686868687,0.696969696969697,0.7070707070707072,0.7171717171717172,0.7272727272727273,0.7373737373737375,0.7474747474747475,0.7575757575757577,0.7676767676767677,0.7777777777777778,0.787878787878788,0.797979797979798,0.8080808080808082,0.8181818181818182,0.8282828282828284,0.8383838383838385,0.8484848484848485,0.8585858585858587,0.8686868686868687,0.8787878787878789,0.888888888888889,0.8989898989898991,0.9090909090909092,0.9191919191919192,0.9292929292929294,0.9393939393939394,0.9494949494949496,0.9595959595959597,0.9696969696969697,0.9797979797979799,0.98989898989899,1.0,RK4
-0.5*y,-0.0,-0.005050505050505051,-0.010101010101010102,-0.015151515151515152,-0.020202020202020204,-0.025252525252525256,-0.030303030303030304,-0.03535353535353536,-0.04040404040404041,-0.045454545454545456,-0.05050505050505051,-0.05555555555555556,-0.06060606060606061,-0.06565656565656566,-0.07070707070707072,-0.07575757575757576,-0.08080808080808081,-0.08585858585858587,-0.09090909090909091,-0.09595959595959597,-0.10101010101010102,-0.10606060606060606,-0.11111111111111112,-0.11616161616161617,-0.12121212121212122,-0.12626262626262627,-0.13131313131313133,-0.13636363636363638,-0.14141414141414144,-0.14646464646464646,-0.15151515151515152,-0.15656565656565657,-0.16161616161616163,-0.16666666666666669,-0.17171717171717174,-0.1767676767676768,-0.18181818181818182,-0.18686868686868688,-0.19191919191919193,-0.196969696969697,-0.20202020202020204,-0.2070707070707071,-0.21212121212121213,-0.21717171717171718,-0.22222222222222224,-0.2272727272727273,-0.23232323232323235,-0.2373737373737374,-0.24242424242424243,-0.2474747474747475,-0.25252525252525254,-0.2575757575757576,-0.26262626262626265,-0.2676767676767677,-0.27272727272727276,-0.2777777777777778,-0.2828282828282829,-0.2878787878787879,-0.29292929292929293,-0.297979797979798,-0.30303030303030304,-0.3080808080808081,-0.31313131313131315,-0.31818181818181823,-0.32323232323232326,-0.3282828282828283,-0.33333333333333337,-0.3383838383838384,-0.3434343434343435,-0.3484848484848485,-0.3535353535353536,-0.3585858585858586,-0.36363636363636365,-0.36868686868686873,-0.37373737373737376,-0.37878787878787884,-0.38383838383838387,-0.3888888888888889,-0.393939393939394,-0.398989898989899,-0.4040404040404041,-0.4090909090909091,-0.4141414141414142,-0.4191919191919192,-0.42424242424242425,-0.42929292929292934,-0.43434343434343436,-0.43939393939393945,-0.4444444444444445,-0.44949494949494956,-0.4545454545454546,-0.4595959595959596,-0.4646464646464647,-0.4696969696969697,-0.4747474747474748,-0.47979797979797983,-0.48484848484848486,-0.48989898989898994,-0.494949494949495,-0.5,HEUN
0.5*y,0.0,0.005050505050505051,0.010101010101010102,0.015151515151515152,0.020202020202020204,0.025252525252525256,0.030303030303030304,0.03535353535353536,0.04040404040404041,0.045454545454545456,0.05050505050505051,0.05555555555555556,0.06060606060606061,0.06565656565656566,0.07070707070707072,0.07575757575757576,0.08080808080808081,0.08585858585858587,0.09090909090909091,0.09595959595959597,0.10101010101010102,0.10606060606060606,0.11111111111111112,0.11616161616161617,0.12121212121212122,0.12626262626262627,0.13131313131313133,0.13636363636363638,0.14141414141414144,0.14646464646464646,0.15151515151515152,0.15656565656565657,0.16161616161616163,0.16666666666666669,0.17171717171717174,0.1767676767676768,0.18181818181818182,0.18686868686868688,0.19191919191919193,0.196969696969697,0.20202020202020204,0.2070707070707071,0.21212121212121213,0.21717171717171718,0.22222222222222224,0.2272727272727273,0.23232323232323235,0.2373737373737374,0.24242424242424243,0.2474747474747475,0.25252525252525254,0.2575757575757576,0.26262626262626265,0.2676767676767677,0.27272727272727276,0.2777777777777778,0.2828282828282829,0.2878787878787879,0.29292929292929293,0.297979797979798,0.30303030303030304,0.3080808080808081,0.31313131313131315,0.31818181818181823,0.32323232323232326,0.3282828282828283,0.33333333333333337,0.3383838383838384,0.3434343434343435,0.3484848484848485,0.3535353535353536,0.3585858585858586,0.36363636363636365,0.36868686868686873,0.37373737373737376,0.37878787878787884,0.38383838383838387,0.3888888888888889,0.393939393939394,0.398989898989899,0.4040404040404041,0.4090909090909091,0.4141414141414142,0.4191919191919192,0.42424242424242425,0.42929292929292934,0.43434343434343436,0.43939393939393945,0.4444444444444445,0.44949494949494956,0.4545454545454546,0.4595959595959596,0.4646464646464647,0.4696969696969697,0.4747474747474748,0.47979797979797983,0.48484848484848486,0.48989898989898994,0.494949494949495,0.5,HEUN
-2*y,-0.0,-0.020202020202020204,-0.04040404040404041,-0.06060606060606061,-0.08080808080808081,-0.10101010101010102,-0.12121212121212122,-0.14141414141414144,-0.16161616161616163,-0.18181818181818182,-0.20202020202020204,-0.22222222222222224,-0.24242424242424243,-0.26262626262626265,-0.2828282828282829,-0.30303030303030304,-0.32323232323232326,-0.3434343434343435,-0.36363636363636365,-0.38383838383838387,-0.4040404040404041,-0.42424242424242425,-0.4444444444444445,-0.4646464646464647,-0.48484848484848486,-0.5050505050505051,-0.5252525252525253,-0.5454545454545455,-0.5656565656565657,-0.5858585858585859,-0.6060606060606061,-0.6262626262626263,-0.6464646464646465,-0.6666666666666667,-0.686868686868687,-0.7070707070707072,-0.7272727272727273,-0.7474747474747475,-0.7676767676767677,-0.787878787878788,-0.8080808080808082,-0.8282828282828284,-0.8484848484848485,-0.8686868686868687,-0.888888888888889,-0.9090909090909092,-0.9292929292929294,-0.9494949494949496,-0.9696969696969697,-0.98989898989899,-1.0101010101010102,-1.0303030303030305,-1.0505050505050506,-1.0707070707070707,-1.090909090909091,-1.1111111111111112,-1.1313131313131315,-1.1515151515151516,-1.1717171717171717,-1.191919191919192,-1.2121212121212122,-1.2323232323232325,-1.2525252525252526,-1.272727272727273,-1.292929292929293,-1.3131313131313131,-1.3333333333333335,-1.3535353535353536,-1.373737373737374,-1.393939393939394,-1.4141414141414144,-1.4343434343434345,-1.4545454545454546,-1.474747474747475,-1.494949494949495,-1.5151515151515154,-1.5353535353535355,-1.5555555555555556,-1.575757575757576,-1.595959595959596,-1.6161616161616164,-1.6363636363636365,-1.6565656565656568,-1.676767676767677,-1.696969696969697,-1.7171717171717173,-1.7373737373737375,-1.7575757575757578,-1.777777777777778,-1.7979797979797982,-1.8181818181818183,-1.8383838383838385,-1.8585858585858588,-1.878787878787879,-1.8989898989898992,-1.9191919191919193,-1.9393939393939394,-1.9595959595959598,-1.97979797979798,-2.0,RK4
2*y,0.0,0.020202020202020204,0.04040404040404041,0.06060606060606061,0.08080808080808081,0.10101010101010102,0.12121212121212122,0.14141414141414144,0.16161616161616163,0.18181818181818182,0.20202020202020204,0.22222222222222224,0.24242424242424243,0.26262626262626265,0.2828282828282829,0.30303030303030304,0.32323232323232326,0.3434343434343435,0.36363636363636365,0.38383838383838387,0.4040404040404041,0.42424242424242425,0.4444444444444445,0.4646464646464647,0.48484848484848486,0.5050505050505051,0.5252525252525253,0.5454545454545455,0.5656565656565657,0.5858585858585859,0.6060606060606061,0.6262626262626263,0.6464646464646465,0.6666666666666667,0.686868686868687,0.7070707070707072,0.7272727272727273,0.7474747474747475,0.7676767676767677,0.787878787878788,0.8080808080808082,0.8282828282828284,0.8484848484848485,0.8686868686868687,0.888888888888889,0.9090909090909092,0.9292929292929294,0.9494949494949496,0.9696969696969697,0.98989898989899,1.0101010101010102,1.0303030303030305,1.0505050505050506,1.0707070707070707,1.090909090909091,1.1111111111111112,1.1313131313131315,1.1515151515151516,1.1717171717171717,1.191919191919192,1.2121212121212122,1.2323232323232325,1.2525252525252526,1.272727272727273,1.292929292929293,1.3131313131313131,1.3333333333333335,1.3535353535353536,1.373737373737374,1.393939393939394,1.4141414141414144,1.4343434343434345,1.4545454545454546,1.474747474747475,1.494949494949495,1.5151515151515154,1.5353535353535355,1.5555555555555556,1.575757575757576,1.595959595959596,1.6161616161616164,1.6363636363636365,1.6565656565656568,1.676767676767677,1.696969696969697,1.7171717171717173,1.7373737373737375,1.7575757575757578,1.777777777777778,1.7979797979797982,1.8181818181818183,1.8383838383838385,1.8585858585858588,1.878787878787879,1.8989898989898992,1.9191919191919193,1.9393939393939394,1.9595959595959598,1.97979797979798,2.0,RK4
-y + 1,1.0,0.98989898989899,0.9797979797979798,0.9696969696969697,0.9595959595959596,0.9494949494949495,0.9393939393939394,0.9292929292929293,0.9191919191919192,0.9090909090909091,0.898989898989899,0.8888888888888888,0.8787878787878788,0.8686868686868687,0.8585858585858586,0.8484848484848485,0.8383838383838383,0.8282828282828283,0.8181818181818181,0.8080808080808081,0.797979797979798,0.7878787878787878,0.7777777777777778,0.7676767676767676,0.7575757575757576,0.7474747474747474,0.7373737373737373,0.7272727272727273,0.7171717171717171,0.7070707070707071,0.696969696969697,0.6868686868686869,0.6767676767676767,0.6666666666666666,0.6565656565656566,0.6464646464646464,0.6363636363636364,0.6262626262626263,0.6161616161616161,0.606060606060606,0.5959595959595959,0.5858585858585859,0.5757575757575757,0.5656565656565656,0.5555555555555556,0.5454545454545454,0.5353535353535352,0.5252525252525252,0.5151515151515151,0.505050505050505,0.4949494949494949,0.48484848484848475,0.4747474747474747,0.46464646464646464,0.4545454545454545,0.4444444444444444,0.43434343434343425,0.4242424242424242,0.41414141414141414,0.404040404040404,0.3939393939393939,0.38383838383838376,0.3737373737373737,0.36363636363636354,0.3535353535353535,0.3434343434343434,0.33333333333333326,0.3232323232323232,0.31313131313131304,0.303030303030303,0.2929292929292928,0.28282828282828276,0.2727272727272727,0.26262626262626254,0.2525252525252525,0.24242424242424232,0.23232323232323226,0.2222222222222222,0.21212121212121204,0.202020202020202,0.19191919191919182,0.18181818181818177,0.1717171717171716,0.16161616161616155,0.1515151515151515,0.14141414141414133,0.13131313131313127,0.1212121212121211,0.11111111111111105,0.10101010101010088,0.09090909090909083,0.08080808080808077,0.07070707070707061,0.06060606060606055,0.050505050505050386,0.04040404040404033,0.030303030303030276,0.02020202020202011,0.010101010101010055,0.0,HEUN
-y + t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEUN
